user_id,age,gender,country,premium_user,subscription_months,monthly_subscription_fee,payment_method,daily_listening_hours,songs_played_per_day,session_duration,listening_days_per_week,skip_rate,playlist_count,liked_songs,search_frequency,shares_per_month,followed_artists,last_active_days,device_type,notifications_clicked,ads_clicked,monthly_spending,premium_renewals,lifetime_value,engagement_score,retention_score,satisfaction_score,churn,engagement_index,music_addiction_score,loyalty_score,user_value_score,churn_risk_score
41,35,Female,Australia,1,15,4.99,Apple Pay,1.62,43,80.69,7,8.92,43,4632,16,12,211,24,Web Player,9,2,4.99,8,74.85,94.57,55.89,100.0,0,60.34425087108014,18.962729343445726,41.26249767124138,52.811181602592136,46.47472527472527
42,53,Other,Australia,1,8,4.99,PayPal,1.2,173,84.3,4,64.59,33,3514,55,26,228,24,Mobile,52,21,4.99,20,39.92,75.04,19.66,73.7,0,66.10034843205574,35.30324647693424,38.39657206731665,51.79975271678544,74.28571428571428
43,21,Female,France,1,3,14.99,Apple Pay,7.86,10,98.5,4,91.74,14,645,93,23,61,24,Desktop,78,10,14.99,7,44.97,95.1,31.58,93.43,0,44.39581881533101,64.87947735976572,21.294168788424518,80.90185983616763,74.84332810047096
44,22,Female,South Korea,0,0,0.0,Free Plan,3.52,24,61.97,7,70.72,13,4415,37,4,138,3,Mobile,2,32,0.0,0,0.0,92.75,67.03,82.24,0,40.58536585365854,30.390728642587174,20.81289200770043,0.0,32.35478806907378
45,27,Male,Brazil,1,2,4.99,Debit Card,0.89,67,165.15,1,11.67,14,2038,34,29,94,16,Mobile,61,43,4.99,17,9.98,40.98,13.48,98.62,0,28.662020905923352,20.948161497834846,27.162640501769857,50.93281367180826,57.16420722135007
46,28,Male,India,0,0,0.0,Free Plan,0.72,44,174.58,4,84.18,7,3850,13,27,285,2,Mobile,36,4,0.0,0,0.0,63.45,35.2,61.51,0,47.90940766550523,16.604340316888187,10.929640439669628,0.0,48.15321821036107
47,31,Female,Germany,0,0,0.0,Free Plan,4.79,150,196.9,7,71.38,31,3762,37,0,22,14,Mobile,24,16,0.0,0,0.0,100.0,57.59,88.26,1,34.60487804878049,66.24114540311882,17.8817611625163,0.0,48.38869701726844
48,19,Female,Canada,1,39,14.99,Google Pay,7.53,139,176.68,2,13.93,14,2035,93,6,156,5,Mobile,96,36,14.99,22,584.61,100.0,88.32,100.0,0,59.297560975609755,85.52376661410229,91.07619698192883,96.52761087930321,13.007221350078494
49,21,Female,India,1,10,4.99,Google Pay,6.61,163,94.02,5,12.75,14,3228,7,4,156,14,Web Player,75,44,4.99,1,49.9,100.0,75.17,100.0,0,36.218815331010454,77.62108583014192,33.89741042041855,52.08873239844449,28.142543171114596
50,53,Female,Canada,1,10,9.99,Google Pay,3.33,51,72.66,3,15.34,12,3005,81,24,110,7,Web Player,42,11,9.99,11,99.9,74.85,59.75,100.0,0,46.26620209059234,33.45898725939276,41.52952865925604,68.01446635761091,28.001883830455256
51,21,Male,France,0,0,0.0,Free Plan,5.28,96,92.99,1,42.41,28,3533,39,8,213,10,Tablet,0,45,0.0,0,0.0,100.0,72.28,100.0,0,60.2006968641115,56.85414632925334,22.443023039185245,0.0,31.476295133437986
52,43,Female,Germany,0,0,0.0,Free Plan,7.38,67,78.19,3,59.13,20,3502,72,20,136,9,Web Player,56,25,0.0,0,0.0,100.0,68.76,100.0,0,55.92055749128919,68.57850867312459,21.350058995218284,0.0,35.52527472527472
53,42,Female,Australia,0,0,0.0,Free Plan,2.91,166,220.84,3,3.28,23,4120,70,19,197,20,Web Player,32,48,0.0,0,0.0,91.65,60.67,100.0,1,62.660627177700356,54.78411053540587,18.838104700987394,0.0,38.900470957613805
54,39,Female,India,1,7,4.99,PayPal,3.78,152,102.44,4,53.51,39,4422,0,12,214,18,Tablet,55,18,4.99,16,34.93,100.0,56.95,92.15,0,55.586062717770034,53.72281044279242,44.07563807986089,51.65526287595591,49.124646781789636
55,47,Other,India,0,0,0.0,Free Plan,5.77,198,130.6,1,40.08,37,946,62,3,263,28,Tablet,2,31,0.0,0,0.0,98.81,44.79,100.0,0,75.40209059233449,77.98052614452705,13.907346457181891,0.0,62.27755102040816
56,36,Female,India,1,23,14.99,PayPal,6.75,139,159.85,1,55.17,2,2490,71,21,248,14,Mobile,66,32,14.99,14,344.77,100.0,62.45,100.0,0,59.2794425087108,78.4335811368927,58.203440352729295,89.58283263790962,42.79120879120878
57,52,Female,France,1,16,4.99,Google Pay,1.8,59,215.64,7,63.32,32,2198,84,18,111,28,Tablet,35,28,4.99,17,79.84,61.53,0.53,77.34,1,55.98745644599303,29.563214938299414,36.18269887598584,52.95567144342166,86.69324960753532
58,22,Other,South Korea,1,3,14.99,PayPal,6.68,41,101.21,6,36.28,43,3577,85,11,279,16,Desktop,29,45,14.99,22,44.97,100.0,65.12,100.0,0,91.81602787456447,60.21926860403995,50.33844625225113,80.90185983616763,39.71993720565148
59,34,Female,UK,1,9,9.99,Apple Pay,3.34,26,201.21,4,13.23,28,3180,97,22,292,10,Desktop,17,20,9.99,9,89.91,93.8,74.83,100.0,0,85.26411149825785,36.219869339941425,42.796373346581376,67.72519711715259,24.12496075353218
60,55,Female,USA,1,38,9.99,PayPal,1.81,110,37.9,3,90.0,5,4826,39,1,267,12,Mobile,52,6,9.99,9,379.62,82.21,37.21,64.05,1,53.804878048780495,28.40479587494681,58.12892007700429,76.1140050904437,59.18681318681318
61,43,Male,South Korea,1,2,9.99,UPI,1.64,185,146.74,2,6.82,10,2058,35,16,186,6,Web Player,98,33,9.99,22,19.98,51.28,40.23,100.0,0,40.18815331010453,43.75560061074816,41.67856921070607,65.70031243394439,33.694819466248035
62,39,Male,France,0,0,0.0,Free Plan,0.44,152,43.07,4,5.14,44,481,72,25,72,8,Web Player,16,0,0.0,0,0.0,34.81,21.27,99.63,0,50.366550522648076,23.997897424344824,6.604359436129914,0.0,43.805965463108315
63,57,Female,Japan,0,0,0.0,Free Plan,6.59,112,168.25,6,0.53,11,2322,43,26,16,9,Mobile,54,48,0.0,0,0.0,95.42,81.76,100.0,0,23.78954703832752,73.51755900978698,25.386573930323543,0.0,17.299843014128722
64,33,Other,France,1,17,14.99,Apple Pay,5.6,29,217.29,4,22.12,25,488,25,14,287,9,Web Player,70,16,14.99,22,254.83,87.73,67.59,100.0,0,60.96306620209059,55.577582538609796,64.14643234179967,86.97854079738701,28.1375196232339
65,39,Female,Brazil,0,0,0.0,Free Plan,5.64,141,50.26,2,42.18,28,3294,93,19,102,16,Desktop,30,23,0.0,0,0.0,100.0,63.35,100.0,0,59.750522648083624,64.35683712547872,19.670247779916785,0.0,41.75761381475667
66,51,Other,Canada,1,26,14.99,PayPal,4.66,124,131.78,5,66.17,12,2769,32,15,107,29,Desktop,54,34,14.99,9,389.74,85.64,22.29,90.21,1,32.97282229965157,58.03509298891141,42.31820157734583,90.88497855817091,78.8050235478807
67,30,Male,India,1,35,14.99,Google Pay,2.94,194,25.81,6,47.99,15,3511,9,29,64,29,Mobile,2,44,14.99,13,524.65,75.21,17.31,90.7,0,21.83693379790941,49.46609596756026,54.123455256784446,94.79141631895482,77.1120879120879
68,21,Female,Canada,0,0,0.0,Free Plan,0.34,77,30.72,1,67.96,11,2234,36,28,197,6,Web Player,62,45,0.0,0,0.0,41.09,11.7,67.72,1,41.715679442508716,11.314860704362843,3.6328634415947336,0.0,59.289167974882254
69,30,Female,Japan,1,4,14.99,PayPal,6.74,58,147.82,5,12.03,42,4321,56,25,240,25,Tablet,5,4,14.99,4,59.96,100.0,58.89,100.0,0,78.82648083623694,65.58634327050639,26.979444823945848,81.33590847625473,46.88791208791208
70,40,Male,Japan,1,42,14.99,Debit Card,4.03,149,41.17,3,22.44,46,3160,72,3,97,10,Mobile,55,2,14.99,8,629.58,99.75,78.02,100.0,0,61.70174216027875,52.20745413131086,73.28448115258026,97.82975679956452,24.6894819466248
71,51,Female,Japan,0,0,0.0,Free Plan,7.47,143,25.44,4,37.27,7,3972,47,25,36,27,Web Player,76,27,0.0,0,0.0,100.0,48.32,100.0,0,28.497560975609748,78.07263898275389,15.003415512637396,0.0,59.05808477237049
72,34,Female,France,1,29,14.99,Debit Card,4.66,44,164.33,3,86.45,32,1285,87,18,167,27,Mobile,58,47,14.99,8,434.71,83.8,17.36,80.08,0,65.74773519163763,47.649871092087814,42.339936657765634,92.18712447843221,83.16609105180535
73,42,Male,South Korea,0,0,0.0,Free Plan,5.65,192,42.27,3,96.13,30,4521,9,10,157,6,Tablet,81,35,0.0,0,0.0,100.0,62.16,80.19,0,46.83484320557491,71.69632800180221,19.300751412780226,0.0,43.123390894819465
74,30,Male,Brazil,0,0,0.0,Free Plan,0.86,159,235.58,1,11.58,33,4795,63,23,162,15,Desktop,82,29,0.0,0,0.0,81.15,55.18,98.51,0,60.63275261324041,38.050611999699626,17.133453393777557,0.0,37.74819466248037
75,58,Female,Canada,0,0,0.0,Free Plan,7.51,100,186.15,4,30.1,16,917,16,9,192,21,Desktop,81,49,0.0,0,0.0,100.0,59.47,100.0,1,42.391637630662025,79.98047608320194,18.46550332236229,0.0,46.22103610675039
76,46,Other,UK,1,12,14.99,Apple Pay,0.37,138,92.38,3,25.25,22,3609,97,13,225,28,Web Player,80,34,14.99,12,179.88,62.04,12.47,89.22,1,70.69547038327528,23.803158869615277,29.954045829969573,84.80829759695153,73.31805337519623
77,32,Other,Germany,1,47,9.99,PayPal,5.31,31,208.99,6,15.11,27,988,20,14,83,5,Tablet,56,4,9.99,2,469.53,80.63,68.6,100.0,0,32.70662020905923,53.13959600510625,67.56504999068497,78.71742825456852,21.927786499215067
78,55,Other,India,0,0,0.0,Free Plan,0.44,29,173.01,2,86.44,15,3610,71,27,144,28,Mobile,7,14,0.0,0,0.0,55.2,0.0,58.98,1,48.316376306620214,12.030237040374459,0.0,0.0,93.46185243328098
79,24,Other,Canada,1,3,9.99,Credit Card,0.21,21,147.72,4,43.03,37,1016,59,21,116,1,Web Player,71,10,9.99,12,29.97,36.56,22.15,79.53,0,49.526132404181176,7.720457560511629,24.576165931813946,65.98958167440271,44.03579277864992
80,38,Female,India,1,31,9.99,UPI,5.62,37,228.87,1,3.96,21,3762,87,8,75,24,Desktop,31,14,9.99,15,309.69,100.0,62.81,100.0,0,51.04808362369337,57.518960726890434,67.00925293423585,74.0891204072355,42.37425431711145
81,45,Male,South Korea,1,33,9.99,Credit Card,0.89,162,12.8,4,35.78,38,2241,37,6,89,13,Desktop,14,33,9.99,9,329.67,54.76,24.53,86.56,0,42.464111498257836,27.588796275437417,49.53424827671862,74.66765888815212,54.252433281004706
82,57,Other,UK,1,9,9.99,Credit Card,0.61,164,75.23,4,87.1,49,3389,83,29,110,26,Tablet,6,10,9.99,19,89.91,69.99,4.86,59.5,1,65.71149825783974,28.771745388100417,33.490653915419486,67.72519711715259,87.73249607535321
83,23,Female,Australia,1,3,14.99,Credit Card,1.48,18,24.18,6,59.33,11,2956,24,12,242,25,Tablet,54,45,14.99,3,44.97,61.96,6.66,77.74,1,46.60209059233449,11.25779079372231,8.588461777308575,80.90185983616763,79.94474097331239
84,46,Other,Canada,1,44,9.99,Google Pay,5.81,154,83.09,1,49.33,27,754,34,28,92,21,Tablet,78,32,9.99,6,439.56,83.74,37.44,100.0,0,37.95540069686412,69.31441015243674,60.06334223436627,77.84962053319357,60.01004709576138
85,47,Male,South Korea,1,20,4.99,PayPal,5.94,130,237.1,2,86.7,31,1273,97,3,65,14,Desktop,35,5,4.99,6,99.8,90.88,43.87,86.35,0,54.81533101045296,74.46121498836075,39.70378190399305,53.53363080673977,57.689795918367345
86,29,Other,India,1,15,4.99,UPI,6.25,104,218.62,7,63.25,13,1,36,4,40,29,Desktop,59,46,4.99,13,74.85,71.01,8.54,99.62,1,22.779094076655053,72.11434006658156,32.77029125007762,52.811181602592136,84.22605965463109
87,42,Female,Brazil,0,0,0.0,Free Plan,3.25,32,65.66,5,0.9,0,4555,55,3,286,10,Desktop,66,13,0.0,0,0.0,92.35,77.08,100.0,0,58.95191637630662,29.614277489925158,23.933428553685648,0.0,20.503610675039244
88,46,Female,Japan,1,20,14.99,PayPal,5.71,68,89.42,4,3.67,36,2734,75,4,119,11,Web Player,27,46,14.99,14,299.8,100.0,82.4,100.0,0,60.8404181184669,55.91449525668944,61.60342793268335,88.28068671764832,19.824175824175818
89,37,Female,India,0,0,0.0,Free Plan,2.0,30,14.25,7,22.47,36,3828,58,4,160,16,Tablet,77,11,0.0,0,0.0,84.28,53.54,98.77,0,60.238327526132394,16.72799178994268,16.624231509656585,0.0,41.86122448979591
90,41,Other,India,0,0,0.0,Free Plan,7.79,43,111.86,7,52.17,22,3923,22,29,233,27,Tablet,7,49,0.0,0,0.0,100.0,43.85,100.0,0,57.54703832752613,69.94368100923633,13.615475377258896,0.0,64.20408163265306
91,25,Male,Australia,1,22,14.99,Debit Card,5.36,123,226.98,2,1.75,17,3719,46,7,75,26,Web Player,88,45,14.99,3,329.78,100.0,60.47,100.0,0,37.11219512195122,68.25761557908439,42.9950940818481,89.14878399782252,45.06562009419152
92,36,Other,Canada,1,41,9.99,Google Pay,5.33,196,16.33,1,86.64,24,4783,12,8,244,12,Tablet,74,3,9.99,1,409.59,100.0,56.01,83.33,0,56.549128919860635,68.43533328327202,56.82481525181643,76.98181281181863,50.20596546310831
93,21,Female,UK,1,18,4.99,Credit Card,2.67,113,197.19,6,54.45,24,2772,14,0,75,25,Tablet,14,20,4.99,18,89.82,70.17,16.34,86.12,0,28.525435540069694,43.718054616905704,44.196733527914056,53.24465112508072,74.64866562009418
94,42,Male,USA,1,35,9.99,Debit Card,4.78,114,156.01,2,46.35,2,3865,71,15,116,28,Desktop,24,11,9.99,4,349.65,93.25,37.34,100.0,0,41.15121951219513,58.70741658531702,49.164751909582066,75.24619736906874,66.88979591836734
95,54,Other,Germany,1,23,9.99,Google Pay,5.8,127,127.49,5,19.58,15,1838,14,24,291,10,Tablet,14,3,9.99,20,229.77,98.43,77.56,100.0,0,54.928222996515686,67.4020675327276,70.34714028441905,71.77496648356899,24.281318681318677
96,36,Female,Germany,0,0,0.0,Free Plan,2.42,31,223.46,4,53.92,15,105,35,29,145,1,Mobile,76,3,0.0,0,0.0,40.0,22.32,85.14,1,35.19163763066202,30.715626642637233,6.930385642426877,0.0,46.28571428571428
97,47,Other,Brazil,1,10,14.99,Apple Pay,1.64,195,30.12,2,18.52,35,1475,6,21,171,23,Mobile,46,12,14.99,22,149.9,57.2,17.14,98.94,0,43.13867595818815,39.419288628569994,41.96112525616344,83.94020031677732,64.48979591836735
98,38,Female,Japan,1,15,9.99,Debit Card,3.01,174,216.51,1,23.69,36,4145,23,18,99,27,Tablet,73,24,9.99,17,149.85,94.5,46.89,100.0,0,43.266898954703834,56.56979800255312,49.646028690306146,69.46081255990248,56.78681318681318
99,27,Male,Brazil,1,47,4.99,UPI,6.98,165,55.93,1,17.84,36,2466,91,6,159,10,Desktop,72,13,4.99,12,234.53,100.0,79.65,100.0,0,71.56376306620209,78.97824835423394,83.41613363969445,57.434856509137035,22.99089481946624
100,42,Female,UK,1,18,14.99,Debit Card,3.54,171,175.26,3,99.13,45,3602,67,25,101,9,Web Player,38,44,14.99,13,269.82,98.97,55.73,68.14,0,60.51428571428571,58.29941678556231,50.21735080419797,87.41258943747413,49.7927786499215
101,54,Male,Germany,0,0,0.0,Free Plan,2.72,127,85.74,7,6.94,48,3713,59,4,26,20,Web Player,71,49,0.0,0,0.0,89.63,57.55,100.0,0,48.972822299651575,40.641786188080395,17.86934111656213,0.0,41.053061224489795
102,20,Female,Australia,0,0,0.0,Free Plan,3.15,106,136.08,2,44.64,7,661,43,25,35,4,Mobile,92,30,0.0,0,0.0,43.36,23.97,93.43,0,19.016027874564458,43.452228980501104,7.442712538036391,0.0,46.78241758241758
103,33,Female,Japan,1,12,4.99,PayPal,7.85,7,222.89,5,11.98,39,4725,4,19,247,11,Mobile,29,20,4.99,19,59.88,100.0,79.91,100.0,0,65.12613240418119,70.5759555455433,59.58827547661926,52.37771208010354,22.693249607535318
104,35,Other,USA,1,12,9.99,PayPal,5.73,146,32.65,7,26.31,1,2408,84,1,248,8,Mobile,74,2,9.99,19,119.88,94.28,74.39,100.0,0,61.378397212543554,64.94706014868214,57.87430913494379,68.59300483852753,24.976452119309258
105,43,Female,Brazil,0,0,0.0,Free Plan,6.33,147,238.16,5,39.1,11,560,41,5,81,12,Tablet,29,23,0.0,0,0.0,78.45,48.72,100.0,0,29.618118466898952,80.19123426197092,15.127615972179095,0.0,43.260282574568286
106,31,Female,UK,1,14,4.99,Apple Pay,0.38,95,168.31,2,95.73,17,4361,24,1,280,28,Desktop,32,35,4.99,13,69.86,69.91,0.0,54.03,0,56.28153310104528,21.226502465520262,29.18710799229957,52.66669176176261,93.94788069073783
107,33,Female,Germany,1,41,9.99,Credit Card,5.4,140,117.38,4,13.52,3,4223,95,27,140,13,Web Player,17,28,9.99,5,409.59,100.0,76.44,100.0,0,52.76097560975609,65.64441440764938,68.13637210457678,76.98181281181863,26.68131868131868
108,19,Other,UK,0,0,0.0,Free Plan,4.6,166,113.05,2,48.46,49,1950,55,14,82,8,Tablet,20,8,0.0,0,0.0,94.1,67.56,98.77,0,55.33519163763066,62.92458261370177,20.97745761659318,0.0,32.70706436420722
109,24,Male,Germany,1,40,4.99,Apple Pay,5.0,56,45.83,4,52.7,38,1508,62,29,255,28,Tablet,6,26,4.99,21,199.6,96.83,39.02,98.65,1,74.98397212543553,46.24314785612375,75.45798919456003,56.42342762333033,67.5076923076923
